[2025-05-11 19:14:50] [INFO    ] discord.client: logging in using static token
[2025-05-11 19:27:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-05-11T23:27:22.051000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-05-11T23:05:50.201000+00:00', 'pinned': False, 'mentions': [{'username': '9st2', 'public_flags': 64, 'primary_guild': {'tag': 'UD', 'identity_guild_id': '1324902952388792494', 'identity_enabled': True, 'badge': '86735389348f3eacfa519eb553df38fd'}, 'id': '755042663262060717', 'global_name': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'UD', 'identity_guild_id': '1324902952388792494', 'identity_enabled': True, 'badge': '86735389348f3eacfa519eb553df38fd'}, 'avatar_decoration_data': None, 'avatar': None}], 'mention_roles': [], 'mention_everyone': False, 'id': '1371262052785455146', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@755042663262060717> yo', 'components': [], 'channel_id': '1141889049569804431', 'author': {'username': 'prostop', 'public_flags': 64, 'primary_guild': None, 'id': '544213015516545034', 'global_name': 'prostop', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '90c6bd2c6284b7ddac32048f45e23371'}, 'attachments': []}, 'pinned': False, 'nonce': '1371267470555348992', 'message_reference': {'type': 0, 'message_id': '1371262052785455146', 'guild_id': '1141889049041326080', 'channel_id': '1141889049569804431'}, 'mentions': [{'username': 'prostop', 'public_flags': 64, 'primary_guild': None, 'member': {'roles': ['1239701986476298260'], 'premium_since': None, 'pending': False, 'nick': 'ayymoney', 'mute': False, 'joined_at': '2024-09-04T23:36:44.666000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '544213015516545034', 'global_name': 'prostop', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '90c6bd2c6284b7ddac32048f45e23371'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-01-21T22:02:39.483000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371267471197208697', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'yo', 'components': [], 'channel_type': 0, 'channel_id': '1141889049569804431', 'author': {'username': '9st2', 'public_flags': 64, 'primary_guild': {'tag': 'UD', 'identity_guild_id': '1324902952388792494', 'identity_enabled': True, 'badge': '86735389348f3eacfa519eb553df38fd'}, 'id': '755042663262060717', 'global_name': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'UD', 'identity_guild_id': '1324902952388792494', 'identity_enabled': True, 'badge': '86735389348f3eacfa519eb553df38fd'}, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1141889049041326080'}}
[2025-05-11 19:27:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-11 19:27:22] [DEBUG   ] discord.client: Dispatching event message
[2025-05-11 19:27:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-05-11 19:27:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:28:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-05-11 19:28:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:29:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2025-05-11 19:29:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:29:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-11T23:29:18.734000+00:00', 'pinned': False, 'nonce': '1371267959984488448', 'mentions': [{'username': 'prostop', 'public_flags': 64, 'primary_guild': None, 'member': {'roles': ['1239701986476298260'], 'premium_since': None, 'pending': False, 'nick': 'ayymoney', 'mute': False, 'joined_at': '2024-09-04T23:36:44.666000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '544213015516545034', 'global_name': 'prostop', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '90c6bd2c6284b7ddac32048f45e23371'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-01-21T22:02:39.483000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371267960601317386', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@544213015516545034> wsp', 'components': [], 'channel_type': 0, 'channel_id': '1141889049569804431', 'author': {'username': '9st2', 'public_flags': 64, 'primary_guild': {'tag': 'UD', 'identity_guild_id': '1324902952388792494', 'identity_enabled': True, 'badge': '86735389348f3eacfa519eb553df38fd'}, 'id': '755042663262060717', 'global_name': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'UD', 'identity_guild_id': '1324902952388792494', 'identity_enabled': True, 'badge': '86735389348f3eacfa519eb553df38fd'}, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1141889049041326080'}}
[2025-05-11 19:29:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-11 19:29:18] [DEBUG   ] discord.client: Dispatching event message
[2025-05-11 19:29:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-05-11 19:29:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:30:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-05-11 19:30:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:31:21] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-05-11 19:31:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:32:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-05-11 19:32:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:32:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-05-11 19:32:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:33:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 8, 'op': 0, 'd': {'member': {'user': {'username': 'prostop', 'public_flags': 64, 'primary_guild': None, 'id': '544213015516545034', 'global_name': 'prostop', 'display_name': 'prostop', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '90c6bd2c6284b7ddac32048f45e23371'}, 'roles': ['1239701986476298260'], 'premium_since': None, 'pending': False, 'nick': 'ayymoney', 'mute': False, 'joined_at': '2024-09-04T23:36:44.666000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '544213015516545034', 'suppress': False, 'session_id': '38ecda1f8c9f449df5fc11ae17cb9082', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1141889049041326080', 'discoverable': True, 'deaf': False, 'channel_id': '1141889049569804432'}}
[2025-05-11 19:33:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-11 19:33:13] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-05-11 19:33:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 9, 'op': 0, 'd': {'user_id': '544213015516545034', 'timestamp': 1747006402, 'member': {'user': {'username': 'prostop', 'public_flags': 64, 'primary_guild': None, 'id': '544213015516545034', 'global_name': 'prostop', 'display_name': 'prostop', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '90c6bd2c6284b7ddac32048f45e23371'}, 'roles': ['1239701986476298260'], 'premium_since': None, 'pending': False, 'nick': 'ayymoney', 'mute': False, 'joined_at': '2024-09-04T23:36:44.666000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1141889049569804431', 'guild_id': '1141889049041326080'}}
[2025-05-11 19:33:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-11 19:33:22] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-11 19:33:22] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-11 19:33:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-11T23:33:23.223000+00:00', 'pinned': False, 'nonce': '1371268985978355712', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1239701986476298260'], 'premium_since': None, 'pending': False, 'nick': 'ayymoney', 'mute': False, 'joined_at': '2024-09-04T23:36:44.666000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371268986062241933', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'wya', 'components': [], 'channel_type': 0, 'channel_id': '1141889049569804431', 'author': {'username': 'prostop', 'public_flags': 64, 'primary_guild': None, 'id': '544213015516545034', 'global_name': 'prostop', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '90c6bd2c6284b7ddac32048f45e23371'}, 'attachments': [], 'guild_id': '1141889049041326080'}}
[2025-05-11 19:33:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-11 19:33:23] [DEBUG   ] discord.client: Dispatching event message
[2025-05-11 19:33:25] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-05-11 19:33:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:34:06] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-05-11 19:34:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:34:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-05-11 19:34:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-11 19:34:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-11T22:35:10.403000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1370584364412436503'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-10T02:12:56.781692+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371254336113475625', 'flags': 0, 'embeds': [{'video': {'width': 640, 'url': 'https://media.tenor.com/RVw1ZFOo99QAAAPo/y-somos-amigos-somos-amigos.mp4', 'proxy_url': 'https://images-ext-1.discordapp.net/external/Br-4cZJ7LoipdtqR3_IEuAdvS_37F7aEAAVns2BSMVM/https/media.tenor.com/RVw1ZFOo99QAAAPo/y-somos-amigos-somos-amigos.mp4', 'placeholder_version': 1, 'placeholder': 'sBgGD4LB3MXfVmp5ZuOXuGd49kR0P0IH', 'height': 606, 'flags': 0}, 'url': 'https://tenor.com/view/y-somos-amigos-somos-amigos-amigos-friends-gif-26522159', 'type': 'gifv', 'thumbnail': {'width': 638, 'url': 'https://media.tenor.com/RVw1ZFOo99QAAAAe/y-somos-amigos-somos-amigos.png', 'proxy_url': 'https://images-ext-1.discordapp.net/external/o30_QpaH4FwJpUXTgWQFoa9kZnjpETnhV3R5vL5hFT8/https/media.tenor.com/RVw1ZFOo99QAAAAe/y-somos-amigos-somos-amigos.png', 'placeholder_version': 1, 'placeholder': 'sBgGD4LB3MXfVmp5ZuOXuGd49kR0P0IH', 'height': 606, 'flags': 0}, 'provider': {'url': 'https://tenor.co', 'name': 'Tenor'}, 'content_scan_version': 1}], 'edited_timestamp': None, 'content': 'https://tenor.com/view/y-somos-amigos-somos-amigos-amigos-friends-gif-26522159', 'components': [], 'channel_type': 0, 'channel_id': '1141889049569804431', 'author': {'username': 'GamerBot2000', 'public_flags': 0, 'primary_guild': None, 'id': '1370564572154433587', 'global_name': None, 'discriminator': '6793', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6f68bc5248942db55c85db299d64b85'}, 'attachments': [], 'guild_id': '1141889049041326080'}}
[2025-05-11 19:34:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-11 19:34:58] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-05-11 19:34:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-11T22:35:01.763000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1370584364412436503'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-10T02:12:56.781692+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371254299874689055', 'flags': 0, 'embeds': [{'video': {'width': 164, 'url': 'https://media.tenor.com/DTaGwlaEDbwAAAPo/povjisoo-cat-tiktok-dancing.mp4', 'proxy_url': 'https://images-ext-1.discordapp.net/external/-aCNFJOmtTLqI8F56ZqIhaDIUD1gs6x7TYzmFW4L7vg/https/media.tenor.com/DTaGwlaEDbwAAAPo/povjisoo-cat-tiktok-dancing.mp4', 'placeholder_version': 1, 'placeholder': '2vgFDwITl8NwZJmPXHaXOGh3Suv2BnEI', 'height': 164, 'flags': 0}, 'url': 'https://tenor.com/view/povjisoo-cat-tiktok-dancing-cat-dancing-gif-952096540468710844', 'type': 'gifv', 'thumbnail': {'width': 164, 'url': 'https://media.tenor.com/DTaGwlaEDbwAAAAe/povjisoo-cat-tiktok-dancing.png', 'proxy_url': 'https://images-ext-1.discordapp.net/external/DYmuXP4YKJFdXfp1Jy3bLIkhtFSj9SjNeXWW1UK949E/https/media.tenor.com/DTaGwlaEDbwAAAAe/povjisoo-cat-tiktok-dancing.png', 'placeholder_version': 1, 'placeholder': '2vgFDwITl8NwZJmPXHaXOGh3Suv2BnEI', 'height': 164, 'flags': 0}, 'provider': {'url': 'https://tenor.co', 'name': 'Tenor'}, 'content_scan_version': 1}], 'edited_timestamp': None, 'content': 'https://tenor.com/view/povjisoo-cat-tiktok-dancing-cat-dancing-gif-952096540468710844', 'components': [], 'channel_type': 0, 'channel_id': '1141889049569804431', 'author': {'username': 'GamerBot2000', 'public_flags': 0, 'primary_guild': None, 'id': '1370564572154433587', 'global_name': None, 'discriminator': '6793', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6f68bc5248942db55c85db299d64b85'}, 'attachments': [], 'guild_id': '1141889049041326080'}}
[2025-05-11 19:34:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-11 19:34:58] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-05-11 19:34:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-11T22:35:00.037000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1370584364412436503'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-10T02:12:56.781692+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371254292635189410', 'flags': 0, 'embeds': [{'video': {'width': 640, 'url': 'https://media.tenor.com/RVw1ZFOo99QAAAPo/y-somos-amigos-somos-amigos.mp4', 'proxy_url': 'https://images-ext-1.discordapp.net/external/Br-4cZJ7LoipdtqR3_IEuAdvS_37F7aEAAVns2BSMVM/https/media.tenor.com/RVw1ZFOo99QAAAPo/y-somos-amigos-somos-amigos.mp4', 'placeholder_version': 1, 'placeholder': 'sBgGD4LB3MXfVmp5ZuOXuGd49kR0P0IH', 'height': 606, 'flags': 0}, 'url': 'https://tenor.com/view/y-somos-amigos-somos-amigos-amigos-friends-gif-26522159', 'type': 'gifv', 'thumbnail': {'width': 638, 'url': 'https://media.tenor.com/RVw1ZFOo99QAAAAe/y-somos-amigos-somos-amigos.png', 'proxy_url': 'https://images-ext-1.discordapp.net/external/o30_QpaH4FwJpUXTgWQFoa9kZnjpETnhV3R5vL5hFT8/https/media.tenor.com/RVw1ZFOo99QAAAAe/y-somos-amigos-somos-amigos.png', 'placeholder_version': 1, 'placeholder': 'sBgGD4LB3MXfVmp5ZuOXuGd49kR0P0IH', 'height': 606, 'flags': 0}, 'provider': {'url': 'https://tenor.co', 'name': 'Tenor'}, 'content_scan_version': 1}], 'edited_timestamp': None, 'content': 'https://tenor.com/view/y-somos-amigos-somos-amigos-amigos-friends-gif-26522159', 'components': [], 'channel_type': 0, 'channel_id': '1141889049569804431', 'author': {'username': 'GamerBot2000', 'public_flags': 0, 'primary_guild': None, 'id': '1370564572154433587', 'global_name': None, 'discriminator': '6793', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6f68bc5248942db55c85db299d64b85'}, 'attachments': [], 'guild_id': '1141889049041326080'}}
[2025-05-11 19:34:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-11 19:34:58] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-05-11 19:34:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-11T22:34:56.456000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1370584364412436503'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-10T02:12:56.781692+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371254277615652964', 'flags': 0, 'embeds': [{'url': 'https://cdn.discordapp.com/attachments/1350281754333810708/1353888583706087434/heist.gif?ex=68214100&is=681fef80&hm=139e7991d117fea9e78cac16a8300ca9eaf4f6fee39f2ffad227cc7cc9fdf205&', 'type': 'image', 'thumbnail': {'width': 828, 'url': 'https://cdn.discordapp.com/attachments/1350281754333810708/1353888583706087434/heist.gif?ex=6821e9c0&is=68209840&hm=078023c78250f010d97a39a1142feab66ee14f8d8f8ff920435ea1161eb08b9b&', 'proxy_url': 'https://media.discordapp.net/attachments/1350281754333810708/1353888583706087434/heist.gif?ex=6821e9c0&is=68209840&hm=078023c78250f010d97a39a1142feab66ee14f8d8f8ff920435ea1161eb08b9b&', 'placeholder_version': 1, 'placeholder': 'XPcJF4J/XnhyeHiZaGh3d4eJmCf3VIcP', 'height': 783, 'flags': 0}, 'content_scan_version': 1}], 'edited_timestamp': None, 'content': 'https://cdn.discordapp.com/attachments/1350281754333810708/1353888583706087434/heist.gif?ex=68214100&is=681fef80&hm=139e7991d117fea9e78cac16a8300ca9eaf4f6fee39f2ffad227cc7cc9fdf205&', 'components': [], 'channel_type': 0, 'channel_id': '1141889049569804431', 'author': {'username': 'GamerBot2000', 'public_flags': 0, 'primary_guild': None, 'id': '1370564572154433587', 'global_name': None, 'discriminator': '6793', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6f68bc5248942db55c85db299d64b85'}, 'attachments': [], 'guild_id': '1141889049041326080'}}
[2025-05-11 19:34:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-11 19:34:58] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-05-11 19:34:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-11T22:34:56.893000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1370584364412436503'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-10T02:12:56.781692+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371254279448432713', 'flags': 0, 'embeds': [{'url': 'https://cdn.discordapp.com/attachments/1350281754333810708/1353888583706087434/heist.gif?ex=68214100&is=681fef80&hm=139e7991d117fea9e78cac16a8300ca9eaf4f6fee39f2ffad227cc7cc9fdf205&', 'type': 'image', 'thumbnail': {'width': 828, 'url': 'https://cdn.discordapp.com/attachments/1350281754333810708/1353888583706087434/heist.gif?ex=6821e9c0&is=68209840&hm=078023c78250f010d97a39a1142feab66ee14f8d8f8ff920435ea1161eb08b9b&', 'proxy_url': 'https://media.discordapp.net/attachments/1350281754333810708/1353888583706087434/heist.gif?ex=6821e9c0&is=68209840&hm=078023c78250f010d97a39a1142feab66ee14f8d8f8ff920435ea1161eb08b9b&', 'placeholder_version': 1, 'placeholder': 'XPcJF4J/XnhyeHiZaGh3d4eJmCf3VIcP', 'height': 783, 'flags': 0}, 'content_scan_version': 1}], 'edited_timestamp': None, 'content': 'https://cdn.discordapp.com/attachments/1350281754333810708/1353888583706087434/heist.gif?ex=68214100&is=681fef80&hm=139e7991d117fea9e78cac16a8300ca9eaf4f6fee39f2ffad227cc7cc9fdf205&', 'components': [], 'channel_type': 0, 'channel_id': '1141889049569804431', 'author': {'username': 'GamerBot2000', 'public_flags': 0, 'primary_guild': None, 'id': '1370564572154433587', 'global_name': None, 'discriminator': '6793', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6f68bc5248942db55c85db299d64b85'}, 'attachments': [], 'guild_id': '1141889049041326080'}}
[2025-05-11 19:34:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-11 19:34:58] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-05-11 19:34:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-11T22:35:04.057000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1370584364412436503'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-10T02:12:56.781692+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1371254309496422563', 'flags': 0, 'embeds': [{'video': {'width': 404, 'url': 'https://media.tenor.com/BoQ0EJaHVwcAAAPo/the-uncanny-cat-curse-uncanny-cat.mp4', 'proxy_url': 'https://images-ext-1.discordapp.net/external/7E43gwoii8IHRCmyRBWfBGmouWLkyFQg43VebPHZ0fM/https/media.tenor.com/BoQ0EJaHVwcAAAPo/the-uncanny-cat-curse-uncanny-cat.mp4', 'placeholder_version': 1, 'placeholder': '3DgOFgS4iPiXd3iYiHmJeXiYmFWQWQU=', 'height': 498, 'flags': 0}, 'url': 'https://tenor.com/view/the-uncanny-cat-curse-uncanny-cat-curse-canny-vs-uncanny-cat-canny-cat-vs-uncanny-cat-gif-469557507002947335', 'type': 'gifv', 'thumbnail': {'width': 403, 'url': 'https://media.tenor.com/BoQ0EJaHVwcAAAAe/the-uncanny-cat-curse-uncanny-cat.png', 'proxy_url': 'https://images-ext-1.discordapp.net/external/pVOMn2Pv5wSXMt7CY2Z2tmyfy3eKsWhLOCpSXZqbOvI/https/media.tenor.com/BoQ0EJaHVwcAAAAe/the-uncanny-cat-curse-uncanny-cat.png', 'placeholder_version': 1, 'placeholder': '3DgOFgS4iPiXd3iYiHmJeXiYmFWQWQU=', 'height': 498, 'flags': 0}, 'provider': {'url': 'https://tenor.co', 'name': 'Tenor'}, 'content_scan_version': 1}], 'edited_timestamp': None, 'content': 'https://tenor.com/view/the-uncanny-cat-curse-uncanny-cat-curse-canny-vs-uncanny-cat-canny-cat-vs-uncanny-cat-gif-469557507002947335', 'components': [], 'channel_type': 0, 'channel_id': '1141889049569804431', 'author': {'username': 'GamerBot2000', 'public_flags': 0, 'primary_guild': None, 'id': '1370564572154433587', 'global_name': None, 'discriminator': '6793', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd6f68bc5248942db55c85db299d64b85'}, 'attachments': [], 'guild_id': '1141889049041326080'}}
[2025-05-11 19:34:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-11 19:34:58] [DEBUG   ] discord.client: Dispatching event raw_message_edit
